X0Y0
VCC0.S_GBUF_FEED_BEG0,{28: '1'}
LG_O.JW2BEG7,"{46: '1', 47: '1', 48: '1', 49: '1'}"
LF_O.JW2BEG7,"{46: '0', 47: '1', 48: '1', 49: '1'}"
LE_O.JW2BEG7,"{46: '1', 47: '0', 48: '1', 49: '1'}"
LD_O.JW2BEG7,"{46: '0', 47: '0', 48: '1', 49: '1'}"
LC_O.JW2BEG7,"{46: '1', 47: '1', 48: '0', 49: '1'}"
LB_O.JW2BEG7,"{46: '0', 47: '1', 48: '0', 49: '1'}"
LA_O.JW2BEG7,"{46: '1', 47: '0', 48: '0', 49: '1'}"
W2END0.JW2BEG7,"{46: '0', 47: '0', 48: '0', 49: '1'}"
W1END0.JW2BEG7,"{46: '1', 47: '1', 48: '1', 49: '0'}"
S2END0.JW2BEG7,"{46: '0', 47: '1', 48: '1', 49: '0'}"
S1END2.JW2BEG7,"{46: '1', 47: '0', 48: '1', 49: '0'}"
S1END0.JW2BEG7,"{46: '0', 47: '0', 48: '1', 49: '0'}"
E2END0.JW2BEG7,"{46: '1', 47: '1', 48: '0', 49: '0'}"
E1END0.JW2BEG7,"{46: '0', 47: '1', 48: '0', 49: '0'}"
NN4END0.JW2BEG7,"{46: '1', 47: '0', 48: '0', 49: '0'}"
N1END0.JW2BEG7,"{46: '0', 47: '0', 48: '0', 49: '0'}"
JN2END1.J_l_AB_BEG0,"{50: '1', 51: '1'}"
WW4END0.J_l_AB_BEG0,"{50: '0', 51: '1'}"
S4END3.J_l_AB_BEG0,"{50: '1', 51: '0'}"
NN4END3.J_l_AB_BEG0,"{50: '0', 51: '0'}"
JE2END1.J_l_AB_BEG1,"{52: '1', 53: '1'}"
W2END7.J_l_AB_BEG1,"{52: '0', 53: '1'}"
S4END2.J_l_AB_BEG1,"{52: '1', 53: '0'}"
EE4END2.J_l_AB_BEG1,"{52: '0', 53: '0'}"
JS2END1.J_l_AB_BEG2,"{54: '1', 55: '1'}"
W6END1.J_l_AB_BEG2,"{54: '0', 55: '1'}"
E6END1.J_l_AB_BEG2,"{54: '1', 55: '0'}"
N4END1.J_l_AB_BEG2,"{54: '0', 55: '0'}"
JW2END1.J_l_AB_BEG3,"{56: '1', 57: '1'}"
S4END0.J_l_AB_BEG3,"{56: '0', 57: '1'}"
E6END0.J_l_AB_BEG3,"{56: '1', 57: '0'}"
N4END0.J_l_AB_BEG3,"{56: '0', 57: '0'}"
JN2END2.J_l_CD_BEG0,"{58: '1', 59: '1'}"
WW4END2.J_l_CD_BEG0,"{58: '0', 59: '1'}"
SS4END3.J_l_CD_BEG0,"{58: '1', 59: '0'}"
E2END3.J_l_CD_BEG0,"{58: '0', 59: '0'}"
JE2END2.J_l_CD_BEG1,"{60: '1', 61: '1'}"
W2END7.J_l_CD_BEG1,"{60: '0', 61: '1'}"
E2END2.J_l_CD_BEG1,"{60: '1', 61: '0'}"
N4END2.J_l_CD_BEG1,"{60: '0', 61: '0'}"
JS2END2.J_l_CD_BEG2,"{62: '1', 63: '1'}"
S4END1.J_l_CD_BEG2,"{62: '0', 63: '1'}"
EE4END1.J_l_CD_BEG2,"{62: '1', 63: '0'}"
NN4END1.J_l_CD_BEG2,"{62: '0', 63: '0'}"
JW2END2.J_l_CD_BEG3,"{0: '1', 1: '1'}"
W6END0.J_l_CD_BEG3,"{0: '0', 1: '1'}"
SS4END0.J_l_CD_BEG3,"{0: '1', 1: '0'}"
N4END0.J_l_CD_BEG3,"{0: '0', 1: '0'}"
JN2END3.J_l_EF_BEG0,"{2: '1', 3: '1'}"
W2END3.J_l_EF_BEG0,"{2: '0', 3: '1'}"
E2END3.J_l_EF_BEG0,"{2: '1', 3: '0'}"
N4END3.J_l_EF_BEG0,"{2: '0', 3: '0'}"
JE2END3.J_l_EF_BEG1,"{4: '1', 5: '1'}"
S4END2.J_l_EF_BEG1,"{4: '0', 5: '1'}"
E2END2.J_l_EF_BEG1,"{4: '1', 5: '0'}"
NN4END2.J_l_EF_BEG1,"{4: '0', 5: '0'}"
JS2END3.J_l_EF_BEG2,"{6: '1', 7: '1'}"
W2END4.J_l_EF_BEG2,"{6: '0', 7: '1'}"
SS4END1.J_l_EF_BEG2,"{6: '1', 7: '0'}"
N4END1.J_l_EF_BEG2,"{6: '0', 7: '0'}"
JW2END3.J_l_EF_BEG3,"{8: '1', 9: '1'}"
WW4END1.J_l_EF_BEG3,"{8: '0', 9: '1'}"
S4END0.J_l_EF_BEG3,"{8: '1', 9: '0'}"
EE4END3.J_l_EF_BEG3,"{8: '0', 9: '0'}"
JN2END4.J_l_GH_BEG0,"{10: '1', 11: '1'}"
S4END3.J_l_GH_BEG0,"{10: '0', 11: '1'}"
EE4END0.J_l_GH_BEG0,"{10: '1', 11: '0'}"
N4END3.J_l_GH_BEG0,"{10: '0', 11: '0'}"
JE2END4.J_l_GH_BEG1,"{12: '1', 13: '1'}"
W2END2.J_l_GH_BEG1,"{12: '0', 13: '1'}"
SS4END2.J_l_GH_BEG1,"{12: '1', 13: '0'}"
N4END2.J_l_GH_BEG1,"{12: '0', 13: '0'}"
JS2END4.J_l_GH_BEG2,"{14: '1', 15: '1'}"
WW4END3.J_l_GH_BEG2,"{14: '0', 15: '1'}"
S4END1.J_l_GH_BEG2,"{14: '1', 15: '0'}"
E6END1.J_l_GH_BEG2,"{14: '0', 15: '0'}"
JW2END4.J_l_GH_BEG3,"{16: '1', 17: '1'}"
W2END0.J_l_GH_BEG3,"{16: '0', 17: '1'}"
E6END0.J_l_GH_BEG3,"{16: '1', 17: '0'}"
NN4END0.J_l_GH_BEG3,"{16: '0', 17: '0'}"
N_GBUF_END3.GCLK_BEG0,"{18: '1', 19: '1'}"
N_GBUF_END2.GCLK_BEG0,"{18: '0', 19: '1'}"
N_GBUF_END1.GCLK_BEG0,"{18: '1', 19: '0'}"
N_GBUF_END0.GCLK_BEG0,"{18: '0', 19: '0'}"
N_GBUF_END3.GSR_BEG0,"{20: '1', 21: '1'}"
N_GBUF_END2.GSR_BEG0,"{20: '0', 21: '1'}"
N_GBUF_END1.GSR_BEG0,"{20: '1', 21: '0'}"
N_GBUF_END0.GSR_BEG0,"{20: '0', 21: '0'}"
N_GBUF_END3.GEN_BEG0,"{22: '1', 23: '1'}"
N_GBUF_END2.GEN_BEG0,"{22: '0', 23: '1'}"
N_GBUF_END1.GEN_BEG0,"{22: '1', 23: '0'}"
N_GBUF_END0.GEN_BEG0,"{22: '0', 23: '0'}"
GSR_END0.J_SR_BEG0,"{24: '0', 25: '0', 26: '0', 27: '1'}"
JW2END1.J_SR_BEG0,"{24: '1', 25: '1', 26: '1', 27: '0'}"
JS2END1.J_SR_BEG0,"{24: '0', 25: '1', 26: '1', 27: '0'}"
JE2END1.J_SR_BEG0,"{24: '1', 25: '0', 26: '1', 27: '0'}"
JN2END1.J_SR_BEG0,"{24: '0', 25: '0', 26: '1', 27: '0'}"
J2MID_EFb_END0.J_SR_BEG0,"{24: '1', 25: '1', 26: '0', 27: '0'}"
J2MID_CDb_END0.J_SR_BEG0,"{24: '0', 25: '1', 26: '0', 27: '0'}"
J2MID_ABb_END0.J_SR_BEG0,"{24: '1', 25: '0', 26: '0', 27: '0'}"
J2MID_GHa_END0.J_SR_BEG0,"{24: '0', 25: '0', 26: '0', 27: '0'}"
GEN_END0.J_EN_BEG0,"{28: '0', 29: '0', 30: '0', 31: '1'}"
JW2END2.J_EN_BEG0,"{28: '1', 29: '1', 30: '1', 31: '0'}"
JS2END2.J_EN_BEG0,"{28: '0', 29: '1', 30: '1', 31: '0'}"
JE2END2.J_EN_BEG0,"{28: '1', 29: '0', 30: '1', 31: '0'}"
JN2END2.J_EN_BEG0,"{28: '0', 29: '0', 30: '1', 31: '0'}"
J2MID_EFb_END3.J_EN_BEG0,"{28: '1', 29: '1', 30: '0', 31: '0'}"
J2MID_CDb_END3.J_EN_BEG0,"{28: '0', 29: '1', 30: '0', 31: '0'}"
J2MID_ABb_END3.J_EN_BEG0,"{28: '1', 29: '0', 30: '0', 31: '0'}"
J2MID_GHa_END3.J_EN_BEG0,"{28: '0', 29: '0', 30: '0', 31: '0'}"
N_GBUF_BEG0.N_GBUF_END0,{}
N_GBUF_BEG1.N_GBUF_END1,{}
N_GBUF_BEG2.N_GBUF_END2,{}
N_GBUF_BEG3.N_GBUF_END3,{}
N1BEG0.N1END0,{}
N1BEG1.N1END1,{}
N1BEG2.N1END2,{}
N1BEG3.N1END3,{}
N2BEG0.N2MID0,{}
N2BEG1.N2MID1,{}
N2BEG2.N2MID2,{}
N2BEG3.N2MID3,{}
N2BEG4.N2MID4,{}
N2BEG5.N2MID5,{}
N2BEG6.N2MID6,{}
N2BEG7.N2MID7,{}
N2BEGb0.N2END0,{}
N2BEGb1.N2END1,{}
N2BEGb2.N2END2,{}
N2BEGb3.N2END3,{}
N2BEGb4.N2END4,{}
N2BEGb5.N2END5,{}
N2BEGb6.N2END6,{}
N2BEGb7.N2END7,{}
N4BEG0.N4END12,{}
N4BEG1.N4END13,{}
N4BEG2.N4END14,{}
N4BEG3.N4END15,{}
N4END4.N4BEG4,{}
N4BEG4.N4END0,{}
N4END5.N4BEG5,{}
N4BEG5.N4END1,{}
N4END6.N4BEG6,{}
N4BEG6.N4END2,{}
N4END7.N4BEG7,{}
N4BEG7.N4END3,{}
N4END8.N4BEG8,{}
N4BEG8.N4END4,{}
N4END9.N4BEG9,{}
N4BEG9.N4END5,{}
N4END10.N4BEG10,{}
N4BEG10.N4END6,{}
N4END11.N4BEG11,{}
N4BEG11.N4END7,{}
N4END12.N4BEG12,{}
N4BEG12.N4END8,{}
N4END13.N4BEG13,{}
N4BEG13.N4END9,{}
N4END14.N4BEG14,{}
N4BEG14.N4END10,{}
N4END15.N4BEG15,{}
N4BEG15.N4END11,{}
NN4BEG0.NN4END12,{}
NN4BEG1.NN4END13,{}
NN4BEG2.NN4END14,{}
NN4BEG3.NN4END15,{}
NN4END4.NN4BEG4,{}
NN4BEG4.NN4END0,{}
NN4END5.NN4BEG5,{}
NN4BEG5.NN4END1,{}
NN4END6.NN4BEG6,{}
NN4BEG6.NN4END2,{}
NN4END7.NN4BEG7,{}
NN4BEG7.NN4END3,{}
NN4END8.NN4BEG8,{}
NN4BEG8.NN4END4,{}
NN4END9.NN4BEG9,{}
NN4BEG9.NN4END5,{}
NN4END10.NN4BEG10,{}
NN4BEG10.NN4END6,{}
NN4END11.NN4BEG11,{}
NN4BEG11.NN4END7,{}
NN4END12.NN4BEG12,{}
NN4BEG12.NN4END8,{}
NN4END13.NN4BEG13,{}
NN4BEG13.NN4END9,{}
NN4END14.NN4BEG14,{}
NN4BEG14.NN4END10,{}
NN4END15.NN4BEG15,{}
NN4BEG15.NN4END11,{}
E1BEG0.E1END0,{}
E1BEG1.E1END1,{}
E1BEG2.E1END2,{}
E1BEG3.E1END3,{}
E2BEG0.E2MID0,{}
E2BEG1.E2MID1,{}
E2BEG2.E2MID2,{}
E2BEG3.E2MID3,{}
E2BEG4.E2MID4,{}
E2BEG5.E2MID5,{}
E2BEG6.E2MID6,{}
E2BEG7.E2MID7,{}
E2BEGb0.E2END0,{}
E2BEGb1.E2END1,{}
E2BEGb2.E2END2,{}
E2BEGb3.E2END3,{}
E2BEGb4.E2END4,{}
E2BEGb5.E2END5,{}
E2BEGb6.E2END6,{}
E2BEGb7.E2END7,{}
EE4BEG0.EE4END12,{}
EE4BEG1.EE4END13,{}
EE4BEG2.EE4END14,{}
EE4BEG3.EE4END15,{}
EE4END4.EE4BEG4,{}
EE4BEG4.EE4END0,{}
EE4END5.EE4BEG5,{}
EE4BEG5.EE4END1,{}
EE4END6.EE4BEG6,{}
EE4BEG6.EE4END2,{}
EE4END7.EE4BEG7,{}
EE4BEG7.EE4END3,{}
EE4END8.EE4BEG8,{}
EE4BEG8.EE4END4,{}
EE4END9.EE4BEG9,{}
EE4BEG9.EE4END5,{}
EE4END10.EE4BEG10,{}
EE4BEG10.EE4END6,{}
EE4END11.EE4BEG11,{}
EE4BEG11.EE4END7,{}
EE4END12.EE4BEG12,{}
EE4BEG12.EE4END8,{}
EE4END13.EE4BEG13,{}
EE4BEG13.EE4END9,{}
EE4END14.EE4BEG14,{}
EE4BEG14.EE4END10,{}
EE4END15.EE4BEG15,{}
EE4BEG15.EE4END11,{}
E6BEG0.E6END10,{}
E6BEG1.E6END11,{}
E6END2.E6BEG2,{}
E6BEG2.E6END0,{}
E6END3.E6BEG3,{}
E6BEG3.E6END1,{}
E6END4.E6BEG4,{}
E6BEG4.E6END2,{}
E6END5.E6BEG5,{}
E6BEG5.E6END3,{}
E6END6.E6BEG6,{}
E6BEG6.E6END4,{}
E6END7.E6BEG7,{}
E6BEG7.E6END5,{}
E6END8.E6BEG8,{}
E6BEG8.E6END6,{}
E6END9.E6BEG9,{}
E6BEG9.E6END7,{}
E6END10.E6BEG10,{}
E6BEG10.E6END8,{}
E6END11.E6BEG11,{}
E6BEG11.E6END9,{}
S1BEG0.S1END0,{}
S1BEG1.S1END1,{}
S1BEG2.S1END2,{}
S1BEG3.S1END3,{}
S2BEG0.S2MID0,{}
S2BEG1.S2MID1,{}
S2BEG2.S2MID2,{}
S2BEG3.S2MID3,{}
S2BEG4.S2MID4,{}
S2BEG5.S2MID5,{}
S2BEG6.S2MID6,{}
S2BEG7.S2MID7,{}
S2BEGb0.S2END0,{}
S2BEGb1.S2END1,{}
S2BEGb2.S2END2,{}
S2BEGb3.S2END3,{}
S2BEGb4.S2END4,{}
S2BEGb5.S2END5,{}
S2BEGb6.S2END6,{}
S2BEGb7.S2END7,{}
S4BEG0.S4END12,{}
S4BEG1.S4END13,{}
S4BEG2.S4END14,{}
S4BEG3.S4END15,{}
S4END4.S4BEG4,{}
S4BEG4.S4END0,{}
S4END5.S4BEG5,{}
S4BEG5.S4END1,{}
S4END6.S4BEG6,{}
S4BEG6.S4END2,{}
S4END7.S4BEG7,{}
S4BEG7.S4END3,{}
S4END8.S4BEG8,{}
S4BEG8.S4END4,{}
S4END9.S4BEG9,{}
S4BEG9.S4END5,{}
S4END10.S4BEG10,{}
S4BEG10.S4END6,{}
S4END11.S4BEG11,{}
S4BEG11.S4END7,{}
S4END12.S4BEG12,{}
S4BEG12.S4END8,{}
S4END13.S4BEG13,{}
S4BEG13.S4END9,{}
S4END14.S4BEG14,{}
S4BEG14.S4END10,{}
S4END15.S4BEG15,{}
S4BEG15.S4END11,{}
SS4BEG0.SS4END12,{}
SS4BEG1.SS4END13,{}
SS4BEG2.SS4END14,{}
SS4BEG3.SS4END15,{}
SS4END4.SS4BEG4,{}
SS4BEG4.SS4END0,{}
SS4END5.SS4BEG5,{}
SS4BEG5.SS4END1,{}
SS4END6.SS4BEG6,{}
SS4BEG6.SS4END2,{}
SS4END7.SS4BEG7,{}
SS4BEG7.SS4END3,{}
SS4END8.SS4BEG8,{}
SS4BEG8.SS4END4,{}
SS4END9.SS4BEG9,{}
SS4BEG9.SS4END5,{}
SS4END10.SS4BEG10,{}
SS4BEG10.SS4END6,{}
SS4END11.SS4BEG11,{}
SS4BEG11.SS4END7,{}
SS4END12.SS4BEG12,{}
SS4BEG12.SS4END8,{}
SS4END13.SS4BEG13,{}
SS4BEG13.SS4END9,{}
SS4END14.SS4BEG14,{}
SS4BEG14.SS4END10,{}
SS4END15.SS4BEG15,{}
SS4BEG15.SS4END11,{}
W1BEG0.W1END0,{}
W1BEG1.W1END1,{}
W1BEG2.W1END2,{}
W1BEG3.W1END3,{}
W2BEG0.W2MID0,{}
W2BEG1.W2MID1,{}
W2BEG2.W2MID2,{}
W2BEG3.W2MID3,{}
W2BEG4.W2MID4,{}
W2BEG5.W2MID5,{}
W2BEG6.W2MID6,{}
W2BEG7.W2MID7,{}
W2BEGb0.W2END0,{}
W2BEGb1.W2END1,{}
W2BEGb2.W2END2,{}
W2BEGb3.W2END3,{}
W2BEGb4.W2END4,{}
W2BEGb5.W2END5,{}
W2BEGb6.W2END6,{}
W2BEGb7.W2END7,{}
WW4BEG0.WW4END12,{}
WW4BEG1.WW4END13,{}
WW4BEG2.WW4END14,{}
WW4BEG3.WW4END15,{}
WW4END4.WW4BEG4,{}
WW4BEG4.WW4END0,{}
WW4END5.WW4BEG5,{}
WW4BEG5.WW4END1,{}
WW4END6.WW4BEG6,{}
WW4BEG6.WW4END2,{}
WW4END7.WW4BEG7,{}
WW4BEG7.WW4END3,{}
WW4END8.WW4BEG8,{}
WW4BEG8.WW4END4,{}
WW4END9.WW4BEG9,{}
WW4BEG9.WW4END5,{}
WW4END10.WW4BEG10,{}
WW4BEG10.WW4END6,{}
WW4END11.WW4BEG11,{}
WW4BEG11.WW4END7,{}
WW4END12.WW4BEG12,{}
WW4BEG12.WW4END8,{}
WW4END13.WW4BEG13,{}
WW4BEG13.WW4END9,{}
WW4END14.WW4BEG14,{}
WW4BEG14.WW4END10,{}
WW4END15.WW4BEG15,{}
WW4BEG15.WW4END11,{}
W6BEG0.W6END10,{}
W6BEG1.W6END11,{}
W6END2.W6BEG2,{}
W6BEG2.W6END0,{}
W6END3.W6BEG3,{}
W6BEG3.W6END1,{}
W6END4.W6BEG4,{}
W6BEG4.W6END2,{}
W6END5.W6BEG5,{}
W6BEG5.W6END3,{}
W6END6.W6BEG6,{}
W6BEG6.W6END4,{}
W6END7.W6BEG7,{}
W6BEG7.W6END5,{}
W6END8.W6BEG8,{}
W6BEG8.W6END6,{}
W6END9.W6BEG9,{}
W6BEG9.W6END7,{}
W6END10.W6BEG10,{}
W6BEG10.W6END8,{}
W6END11.W6BEG11,{}
W6BEG11.W6END9,{}
J2MID_ABa_BEG0.J2MID_ABa_END0,{}
J2MID_ABa_BEG1.J2MID_ABa_END1,{}
J2MID_ABa_BEG2.J2MID_ABa_END2,{}
J2MID_ABa_BEG3.J2MID_ABa_END3,{}
J2MID_CDa_BEG0.J2MID_CDa_END0,{}
J2MID_CDa_BEG1.J2MID_CDa_END1,{}
J2MID_CDa_BEG2.J2MID_CDa_END2,{}
J2MID_CDa_BEG3.J2MID_CDa_END3,{}
J2MID_EFa_BEG0.J2MID_EFa_END0,{}
J2MID_EFa_BEG1.J2MID_EFa_END1,{}
J2MID_EFa_BEG2.J2MID_EFa_END2,{}
J2MID_EFa_BEG3.J2MID_EFa_END3,{}
J2MID_GHa_BEG0.J2MID_GHa_END0,{}
J2MID_GHa_BEG1.J2MID_GHa_END1,{}
J2MID_GHa_BEG2.J2MID_GHa_END2,{}
J2MID_GHa_BEG3.J2MID_GHa_END3,{}
J2MID_ABb_BEG0.J2MID_ABb_END0,{}
J2MID_ABb_BEG1.J2MID_ABb_END1,{}
J2MID_ABb_BEG2.J2MID_ABb_END2,{}
J2MID_ABb_BEG3.J2MID_ABb_END3,{}
J2MID_CDb_BEG0.J2MID_CDb_END0,{}
J2MID_CDb_BEG1.J2MID_CDb_END1,{}
J2MID_CDb_BEG2.J2MID_CDb_END2,{}
J2MID_CDb_BEG3.J2MID_CDb_END3,{}
J2MID_EFb_BEG0.J2MID_EFb_END0,{}
J2MID_EFb_BEG1.J2MID_EFb_END1,{}
J2MID_EFb_BEG2.J2MID_EFb_END2,{}
J2MID_EFb_BEG3.J2MID_EFb_END3,{}
J2MID_GHb_BEG0.J2MID_GHb_END0,{}
J2MID_GHb_BEG1.J2MID_GHb_END1,{}
J2MID_GHb_BEG2.J2MID_GHb_END2,{}
J2MID_GHb_BEG3.J2MID_GHb_END3,{}
J2END_AB_BEG0.J2END_AB_END0,{}
J2END_AB_BEG1.J2END_AB_END1,{}
J2END_AB_BEG2.J2END_AB_END2,{}
J2END_AB_BEG3.J2END_AB_END3,{}
J2END_CD_BEG0.J2END_CD_END0,{}
J2END_CD_BEG1.J2END_CD_END1,{}
J2END_CD_BEG2.J2END_CD_END2,{}
J2END_CD_BEG3.J2END_CD_END3,{}
J2END_EF_BEG0.J2END_EF_END0,{}
J2END_EF_BEG1.J2END_EF_END1,{}
J2END_EF_BEG2.J2END_EF_END2,{}
J2END_EF_BEG3.J2END_EF_END3,{}
J2END_GH_BEG0.J2END_GH_END0,{}
J2END_GH_BEG1.J2END_GH_END1,{}
J2END_GH_BEG2.J2END_GH_END2,{}
J2END_GH_BEG3.J2END_GH_END3,{}
JN2BEG0.JN2END0,{}
JN2BEG1.JN2END1,{}
JN2BEG2.JN2END2,{}
JN2BEG3.JN2END3,{}
JN2BEG4.JN2END4,{}
JN2BEG5.JN2END5,{}
JN2BEG6.JN2END6,{}
JN2BEG7.JN2END7,{}
JE2BEG0.JE2END0,{}
JE2BEG1.JE2END1,{}
JE2BEG2.JE2END2,{}
JE2BEG3.JE2END3,{}
JE2BEG4.JE2END4,{}
JE2BEG5.JE2END5,{}
JE2BEG6.JE2END6,{}
JE2BEG7.JE2END7,{}
JS2BEG0.JS2END0,{}
JS2BEG1.JS2END1,{}
JS2BEG2.JS2END2,{}
JS2BEG3.JS2END3,{}
JS2BEG4.JS2END4,{}
JS2BEG5.JS2END5,{}
JS2BEG6.JS2END6,{}
JS2BEG7.JS2END7,{}
JW2BEG0.JW2END0,{}
JW2BEG1.JW2END1,{}
JW2BEG2.JW2END2,{}
JW2BEG3.JW2END3,{}
JW2BEG4.JW2END4,{}
JW2BEG5.JW2END5,{}
JW2BEG6.JW2END6,{}
JW2BEG7.JW2END7,{}
J_l_AB_BEG0.J_l_AB_END0,{}
J_l_AB_BEG1.J_l_AB_END1,{}
J_l_AB_BEG2.J_l_AB_END2,{}
J_l_AB_BEG3.J_l_AB_END3,{}
J_l_CD_BEG0.J_l_CD_END0,{}
J_l_CD_BEG1.J_l_CD_END1,{}
J_l_CD_BEG2.J_l_CD_END2,{}
J_l_CD_BEG3.J_l_CD_END3,{}
J_l_EF_BEG0.J_l_EF_END0,{}
J_l_EF_BEG1.J_l_EF_END1,{}
J_l_EF_BEG2.J_l_EF_END2,{}
J_l_EF_BEG3.J_l_EF_END3,{}
J_l_GH_BEG0.J_l_GH_END0,{}
J_l_GH_BEG1.J_l_GH_END1,{}
J_l_GH_BEG2.J_l_GH_END2,{}
J_l_GH_BEG3.J_l_GH_END3,{}
GCLK_BEG0.GCLK_END0,{}
GSR_BEG0.GSR_END0,{}
GEN_BEG0.GEN_END0,{}
CO0.CI0,{}
J_SR_BEG0.J_SR_END0,{}
J_EN_BEG0.J_EN_END0,{}
X2Y7
A.INIT,{634: '1'}
A.INIT[1],{635: '1'}
A.INIT[2],{636: '1'}
A.INIT[3],{637: '1'}
A.INIT[4],{638: '1'}
A.INIT[5],{639: '1'}
A.INIT[6],{576: '1'}
A.INIT[7],{577: '1'}
A.INIT[8],{578: '1'}
A.INIT[9],{579: '1'}
A.INIT[10],{580: '1'}
A.INIT[11],{581: '1'}
A.INIT[12],{582: '1'}
A.INIT[13],{583: '1'}
A.INIT[14],{584: '1'}
A.INIT[15],{585: '1'}
A.FF,{586: '1'}
A.I0mux,{587: '1'}
A.SET_NORESET,{588: '1'}
B.INIT,{589: '1'}
B.INIT[1],{590: '1'}
B.INIT[2],{591: '1'}
B.INIT[3],{592: '1'}
B.INIT[4],{593: '1'}
B.INIT[5],{594: '1'}
B.INIT[6],{595: '1'}
B.INIT[7],{596: '1'}
B.INIT[8],{597: '1'}
B.INIT[9],{598: '1'}
B.INIT[10],{599: '1'}
B.INIT[11],{600: '1'}
B.INIT[12],{601: '1'}
B.INIT[13],{602: '1'}
B.INIT[14],{603: '1'}
B.INIT[15],{604: '1'}
B.FF,{605: '1'}
B.I0mux,{606: '1'}
B.SET_NORESET,{607: '1'}
C.INIT,{544: '1'}
C.INIT[1],{545: '1'}
C.INIT[2],{546: '1'}
C.INIT[3],{547: '1'}
C.INIT[4],{548: '1'}
C.INIT[5],{549: '1'}
C.INIT[6],{550: '1'}
C.INIT[7],{551: '1'}
C.INIT[8],{552: '1'}
C.INIT[9],{553: '1'}
C.INIT[10],{554: '1'}
C.INIT[11],{555: '1'}
C.INIT[12],{556: '1'}
C.INIT[13],{557: '1'}
C.INIT[14],{558: '1'}
C.INIT[15],{559: '1'}
C.FF,{560: '1'}
C.I0mux,{561: '1'}
C.SET_NORESET,{562: '1'}
D.INIT,{563: '1'}
D.INIT[1],{564: '1'}
D.INIT[2],{565: '1'}
D.INIT[3],{566: '1'}
D.INIT[4],{567: '1'}
D.INIT[5],{568: '1'}
D.INIT[6],{569: '1'}
D.INIT[7],{570: '1'}
D.INIT[8],{571: '1'}
D.INIT[9],{572: '1'}
D.INIT[10],{573: '1'}
D.INIT[11],{574: '1'}
D.INIT[12],{575: '1'}
D.INIT[13],{512: '1'}
D.INIT[14],{513: '1'}
D.INIT[15],{514: '1'}
D.FF,{515: '1'}
D.I0mux,{516: '1'}
D.SET_NORESET,{517: '1'}
E.INIT,{518: '1'}
E.INIT[1],{519: '1'}
E.INIT[2],{520: '1'}
E.INIT[3],{521: '1'}
E.INIT[4],{522: '1'}
E.INIT[5],{523: '1'}
E.INIT[6],{524: '1'}
E.INIT[7],{525: '1'}
E.INIT[8],{526: '1'}
E.INIT[9],{527: '1'}
E.INIT[10],{528: '1'}
E.INIT[11],{529: '1'}
E.INIT[12],{530: '1'}
E.INIT[13],{531: '1'}
E.INIT[14],{532: '1'}
E.INIT[15],{533: '1'}
E.FF,{534: '1'}
E.I0mux,{535: '1'}
E.SET_NORESET,{536: '1'}
F.INIT,{537: '1'}
F.INIT[1],{538: '1'}
F.INIT[2],{539: '1'}
F.INIT[3],{540: '1'}
F.INIT[4],{541: '1'}
F.INIT[5],{542: '1'}
F.INIT[6],{543: '1'}
F.INIT[7],{480: '1'}
F.INIT[8],{481: '1'}
F.INIT[9],{482: '1'}
F.INIT[10],{483: '1'}
F.INIT[11],{484: '1'}
F.INIT[12],{485: '1'}
F.INIT[13],{486: '1'}
F.INIT[14],{487: '1'}
F.INIT[15],{488: '1'}
F.FF,{489: '1'}
F.I0mux,{490: '1'}
F.SET_NORESET,{491: '1'}
G.INIT,{492: '1'}
G.INIT[1],{493: '1'}
G.INIT[2],{494: '1'}
G.INIT[3],{495: '1'}
G.INIT[4],{496: '1'}
G.INIT[5],{497: '1'}
G.INIT[6],{498: '1'}
G.INIT[7],{499: '1'}
G.INIT[8],{500: '1'}
G.INIT[9],{501: '1'}
G.INIT[10],{502: '1'}
G.INIT[11],{503: '1'}
G.INIT[12],{504: '1'}
G.INIT[13],{505: '1'}
G.INIT[14],{506: '1'}
G.INIT[15],{507: '1'}
G.FF,{508: '1'}
G.I0mux,{509: '1'}
G.SET_NORESET,{510: '1'}
H.INIT,{511: '1'}
H.INIT[1],{448: '1'}
H.INIT[2],{449: '1'}
H.INIT[3],{450: '1'}
H.INIT[4],{451: '1'}
H.INIT[5],{452: '1'}
H.INIT[6],{453: '1'}
H.INIT[7],{454: '1'}
H.INIT[8],{455: '1'}
H.INIT[9],{456: '1'}
H.INIT[10],{457: '1'}
H.INIT[11],{458: '1'}
H.INIT[12],{459: '1'}
H.INIT[13],{460: '1'}
H.INIT[14],{461: '1'}
H.INIT[15],{462: '1'}
H.FF,{463: '1'}
H.I0mux,{464: '1'}
H.SET_NORESET,{465: '1'}
N_GBUF_END0.N_GBUF_BEG0,{}
N_GBUF_END1.N_GBUF_BEG1,{}
N_GBUF_END2.N_GBUF_BEG2,{}
N_GBUF_END3.N_GBUF_BEG3,{}
J_l_CD_END1.N1BEG0,"{466: '1', 467: '1'}"
JW2END3.N1BEG0,"{466: '0', 467: '1'}"
J2MID_CDb_END3.N1BEG0,"{466: '1', 467: '0'}"
LC_O.N1BEG0,"{466: '0', 467: '0'}"
J_l_EF_END2.N1BEG1,"{468: '1', 469: '1'}"
JW2END0.N1BEG1,"{468: '0', 469: '1'}"
J2MID_EFb_END0.N1BEG1,"{468: '1', 469: '0'}"
